0;time (s);0.000000;;4;temperature (degres celcius);-30.150000;;6;pressure (Pa);101325.000000;;1;gps_latDeg;48.000000;gps_latMin;36.000000;gps_latSec;32.250000;gps_lonDeg;-7.000000;gps_lonMin;40.000000;gps_lonSec;56.220000;;2;accelerometer_X (ms-2);0.100000;accelerometer_Y (ms-2);-0.000000;accelerometer_Z (ms-2);1.250000;;3;gyroscope_X (ms-2);10.230000;gyroscope_Y (ms-2);-2.130000;gyroscope_Z (ms-2);1.250000;;5;temperature (degres celcius);30.250000;;8;altitude (m);0.000000;;7;pressure (Pa);102025.000000;;
4;temperature (degres celcius);-31.180000;;6;pressure (Pa);99325.000000;;1;gps_latDeg;50.000000;gps_latMin;36.000000;gps_latSec;32.350000;gps_lonDeg;-9.000000;gps_lonMin;40.000000;gps_lonSec;56.230000;;2;accelerometer_X (ms-2);0.090000;accelerometer_Y (ms-2);-0.010000;accelerometer_Z (ms-2);1.350000;;3;gyroscope_X (ms-2);10.000000;gyroscope_Y (ms-2);2.130000;gyroscope_Z (ms-2);-1.000000;;5;temperature (degres celcius);20.000000;;8;altitude (m);168.094819;;7;pressure (Pa);98825.000000;;
0;time (s);2.000000;;1;gps_latDeg;52.000000;gps_latMin;36.000000;gps_latSec;32.450000;gps_lonDeg;-11.000000;gps_lonMin;40.000000;gps_lonSec;56.240000;;2;accelerometer_X (ms-2);0.080000;accelerometer_Y (ms-2);-0.020000;accelerometer_Z (ms-2);1.450000;;3;gyroscope_X (ms-2);9.230000;gyroscope_Y (ms-2);-2.130000;gyroscope_Z (ms-2);3.250000;;5;temperature (degres celcius);-30.250000;;8;altitude (m);1853.976624;;7;pressure (Pa);82025.000000;;
4;temperature (degres celcius);-33.180000;;6;pressure (Pa);71325.000000;;1;gps_latDeg;54.000000;gps_latMin;36.000000;gps_latSec;32.550000;gps_lonDeg;-15.000000;gps_lonMin;40.000000;gps_lonSec;56.250000;;2;accelerometer_X (ms-2);0.070000;accelerometer_Y (ms-2);-0.030000;accelerometer_Z (ms-2);1.550000;;3;gyroscope_X (ms-2);-10.000000;gyroscope_Y (ms-2);2.130000;gyroscope_Z (ms-2);-1.250000;;
0;time (s);4.000000;;4;temperature (degres celcius);-34.180000;;6;pressure (Pa);61325.000000;;1;gps_latDeg;56.000000;gps_latMin;36.000000;gps_latSec;32.650000;gps_lonDeg;-17.000000;gps_lonMin;40.000000;gps_lonSec;56.260000;;2;accelerometer_X (ms-2);0.060000;accelerometer_Y (ms-2);-0.040000;accelerometer_Z (ms-2);1.650000;;3;gyroscope_X (ms-2);-50.300000;gyroscope_Y (ms-2);-2.130000;gyroscope_Z (ms-2);1.250000;;5;temperature (degres celcius);-10.300000;;8;altitude (m);4233.979630;;7;pressure (Pa);62025.000000;;
0;time (s);5.000000;;4;temperature (degres celcius);-33.000000;;6;pressure (Pa);51325.000000;;1;gps_latDeg;58.000000;gps_latMin;36.000000;gps_latSec;31.000000;gps_lonDeg;-20.000000;gps_lonMin;40.000000;gps_lonSec;57.000000;;2;accelerometer_X (ms-2);0.050000;accelerometer_Y (ms-2);-0.050000;accelerometer_Z (ms-2);1.750000;;3;gyroscope_X (ms-2);-10.000000;gyroscope_Y (ms-2);2.130000;gyroscope_Z (ms-2);-1.250000;;5;temperature (degres celcius);-11.000000;;8;altitude (m);5734.917131;;7;pressure (Pa);52025.000000;;
0;time (s);6.000000;;4;temperature (degres celcius);-32.000000;;6;pressure (Pa);41325.000000;;1;gps_latDeg;60.000000;gps_latMin;36.000000;gps_latSec;30.000000;gps_lonDeg;-22.000000;gps_lonMin;40.000000;gps_lonSec;58.000000;;2;accelerometer_X (ms-2);0.040000;accelerometer_Y (ms-2);-0.060000;accelerometer_Z (ms-2);1.850000;;3;gyroscope_X (ms-2);-10.000000;gyroscope_Y (ms-2);-2.130000;gyroscope_Z (ms-2);-1.250000;;5;temperature (degres celcius);-12.000000;;8;altitude (m);7562.170241;;7;pressure (Pa);42025.000000;;
0;time (s);7.000000;;4;temperature (degres celcius);-31.000000;;6;pressure (Pa);31325.000000;;1;gps_latDeg;62.000000;gps_latMin;36.000000;gps_latSec;29.000000;gps_lonDeg;-24.000000;gps_lonMin;40.000000;gps_lonSec;59.000000;;2;accelerometer_X (ms-2);0.030000;accelerometer_Y (ms-2);-0.070000;accelerometer_Z (ms-2);1.950000;;3;gyroscope_X (ms-2);-10.000000;gyroscope_Y (ms-2);2.130000;gyroscope_Z (ms-2);1.250000;;5;temperature (degres celcius);-13.000000;;8;altitude (m);9898.203728;;7;pressure (Pa);32025.000000;;
0;time (s);8.000000;;4;temperature (degres celcius);-30.000000;;6;pressure (Pa);21325.000000;;1;gps_latDeg;64.000000;gps_latMin;36.000000;gps_latSec;28.000000;gps_lonDeg;-26.000000;gps_lonMin;40.000000;gps_lonSec;60.000000;;2;accelerometer_X (ms-2);0.020000;accelerometer_Y (ms-2);-0.080000;accelerometer_Z (ms-2);2.050000;;3;gyroscope_X (ms-2);-10.000000;gyroscope_Y (ms-2);-2.130000;gyroscope_Z (ms-2);-1.250000;;5;temperature (degres celcius);-14.000000;;8;altitude (m);13140.529008;;7;pressure (Pa);22025.000000;;
0;time (s);9.000000;;4;temperature (degres celcius);-28.000000;;6;pressure (Pa);11325.000000;;1;gps_latDeg;66.000000;gps_latMin;36.000000;gps_latSec;27.000000;gps_lonDeg;-28.000000;gps_lonMin;40.000000;gps_lonSec;61.000000;;2;accelerometer_X (ms-2);0.010000;accelerometer_Y (ms-2);-0.090000;accelerometer_Z (ms-2);2.150000;;3;gyroscope_X (ms-2);-10.000000;gyroscope_Y (ms-2);2.130000;gyroscope_Z (ms-2);-1.250000;;5;temperature (degres celcius);-15.000000;;8;altitude (m);18476.726053;;7;pressure (Pa);12025.000000;;
